CutitronicsTreatmentID,TreatmentNumber,CutitronicsCartID,CutitronicsSKUID,CartLevel,CartState,CartDispensedAmount,CartEnvTemperature,CartEnvHumidity,CartEnvPollution,CartEnvUv,CutitronicsClientID,TreatmentStartDate,TreatmentType,CutitronicsCtrlID,CtrlBatteryLevel,CtrlTemperature,CtrlDatetime,CtrlState,CtrlStatus,CtrlFirmwareVersion,CtrlLatitude,CtrlLongitude,CtrlSkinHealth,CtrlHumidity,CtrlaccData,MeasurementArea,Status,clientLat,clientLon,FirstName,Surname,YOB,Gender,FITZP,SkinConcerns,Allergies,CutitronicsBrandID,CutitronicsSKUCat,CutitronicsSKUType,CutitronicsSKUName,prescribedOn,PrescriptionName,PrescriptionType,presrcibedAM,prescribedPM,CartInitLevel,installDate
63,63,aa12,SS1,4.00,inUse,4,22,70,45,4,client1,09/06/2020 20:00,dispense,ab1,98,18,09/06/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Exfoliator,Face Wash,Men’s Exfoliating Face Wash 100ml,28/04/2020 14:00,DRY,DAILY,2,4,100,23/05/2020
64,64,aa12,SS1,1.00,inUse,2,22,70,45,4,client1,10/06/2020 08:00,dispense,ab1,98,18,10/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Exfoliator,Face Wash,Men’s Exfoliating Face Wash 100ml,28/04/2020 14:00,DRY,DAILY,2,4,100,23/05/2020
65,1,a2,SS2,48.00,inUse,4,24,78,33,6,client1,01/05/2020 07:30,dispense,ab1,76,20,01/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
66,2,a2,SS2,46.00,inUse,4,24,69,45,4,client1,04/05/2020 07:30,dispense,ab1,99,26,04/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
67,3,a2,SS2,44.00,inUse,4,23,65,29,5,client1,07/05/2020 07:30,dispense,ab1,89,28,07/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
68,4,a2,SS2,42.00,inUse,4,18,79,21,6,client1,10/05/2020 07:30,dispense,ab1,87,27,10/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
69,5,a2,SS2,40.00,inUse,4,26,75,23,5,client1,14/05/2020 07:30,dispense,ab1,85,24,14/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
70,6,a2,SS2,38.00,inUse,4,18,66,49,5,client1,17/05/2020 07:30,dispense,ab1,78,27,17/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
71,7,a2,SS2,36.00,inUse,4,22,73,40,3,client1,19/05/2020 07:30,dispense,ab1,98,24,19/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
72,8,a2,SS2,34.00,inUse,4,21,69,23,7,client1,24/05/2020 07:30,dispense,ab1,85,27,24/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
73,9,a2,SS2,32.00,inUse,4,24,70,44,6,client1,25/05/2020 07:30,dispense,ab1,88,22,25/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
74,10,a2,SS2,30.00,inUse,4,26,78,49,3,client1,28/05/2020 07:30,dispense,ab1,85,24,28/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
75,11,a2,SS2,28.00,inUse,4,24,71,22,7,client1,01/06/2020 07:30,dispense,ab1,94,27,01/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,67,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
76,12,a2,SS2,26.00,inUse,4,19,70,38,6,client1,05/06/2020 07:30,dispense,ab1,98,25,05/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,68,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
77,13,a2,SS2,24.00,inUse,4,23,73,45,3,client1,08/06/2020 07:30,dispense,ab1,98,18,08/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
78,14,a2,SS2,22.00,inUse,4,24,65,36,7,client1,12/06/2020 07:30,dispense,ab1,98,18,12/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
79,15,a2,SS2,20.00,inUse,4,23,75,31,5,client1,14/06/2020 07:30,dispense,ab1,98,18,14/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,73,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
80,16,a2,SS2,18.00,inUse,4,22,66,37,5,client1,15/06/2020 07:30,dispense,ab1,98,18,15/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,72,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
81,17,a2,SS2,16.00,inUse,4,24,71,41,7,client1,18/06/2020 07:30,dispense,ab1,98,18,18/05/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,,,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
82,18,a2,SS2,14.00,inUse,4,19,78,22,5,client1,20/06/2020 07:30,dispense,ab1,99,26,20/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,74,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
83,19,a2,SS2,12.00,inUse,4,20,69,35,3,client1,21/06/2020 07:30,dispense,ab1,89,28,21/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,78,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
84,20,a2,SS2,10.00,inUse,4,18,71,20,3,client1,23/06/2020 07:30,dispense,ab1,87,27,23/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,76,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
85,21,a2,SS2,8.00,inUse,4,25,75,25,4,client1,24/06/2020 07:30,dispense,ab1,85,24,24/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,74,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
86,22,a2,SS2,6.00,inUse,4,19,78,22,6,client1,27/06/2020 07:30,dispense,ab1,78,27,27/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,77,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
87,23,a2,SS2,4.00,inUse,4,20,69,35,3,client1,28/06/2020 07:30,dispense,ab1,98,24,28/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,79,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
88,24,a2,SS2,2.00,inUse,4,18,71,20,4,client1,29/06/2020 07:30,dispense,ab1,85,27,29/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,78,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,28/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
89,25,a2,SS2,0.00,inUse,4,25,75,25,6,client1,30/06/2020 07:30,dispense,ab1,85,24,30/06/2020 07:30,unknown,unknown,1.0.0,55.752225,-4.220541,79,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Oil,Beard & Shave,Men’s Beard & Shave Oil 50ml,29/04/2020 14:00,DRY,AS REQUIRED,4,4,50,01/05/2020
90,1,a3,SS3,48.00,inUse,3,21,69,23,6,client1,01/05/2020 08:00,dispense,ab1,76,20,01/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,69,77,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
91,2,a3,SS3,46.00,inUse,3,24,70,44,5,client1,01/05/2020 20:00,dispense,ab1,95,26,01/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,77,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
92,3,a3,SS3,44.00,inUse,3,26,78,49,5,client1,02/05/2020 08:00,dispense,ab1,82,22,02/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
93,4,a3,SS3,42.00,inUse,3,24,71,22,3,client1,02/05/2020 20:00,dispense,ab1,99,18,02/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,69,79,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
94,5,a3,SS3,40.00,inUse,3,19,70,38,7,client1,03/05/2020 08:00,dispense,ab1,100,21,03/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,68,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
95,6,a3,SS3,38.00,inUse,3,23,73,45,6,client1,03/05/2020 20:00,dispense,ab1,97,22,03/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
96,7,a3,SS3,36.00,inUse,3,24,65,36,3,client1,04/05/2020 08:00,dispense,ab1,99,26,04/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,75,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
97,8,a3,SS3,34.00,inUse,3,23,75,31,7,client1,05/05/2020 20:00,dispense,ab1,90,25,05/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,75,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
98,9,a3,SS3,32.00,inUse,3,22,66,37,6,client1,06/05/2020 08:00,dispense,ab1,83,25,06/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,80,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
99,10,a3,SS3,30.00,inUse,3,24,71,41,3,client1,06/05/2020 20:00,dispense,ab1,88,24,06/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
100,11,a3,SS3,28.00,inUse,3,19,78,22,7,client1,07/05/2020 08:00,dispense,ab1,89,28,07/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
101,12,a3,SS3,26.00,inUse,3,20,69,35,5,client1,07/05/2020 20:00,dispense,ab1,88,18,07/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
102,13,a3,SS3,24.00,inUse,3,18,71,20,5,client1,08/05/2020 20:00,dispense,ab1,76,21,08/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,71,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
103,14,a3,SS3,22.00,inUse,3,25,75,25,7,client1,09/05/2020 20:00,dispense,ab1,94,25,09/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,68,79,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
104,15,a3,SS3,20.00,inUse,3,19,78,22,5,client1,10/05/2020 08:00,dispense,ab1,87,27,10/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
105,16,a3,SS3,18.00,inUse,3,20,69,35,3,client1,10/05/2020 20:00,dispense,ab1,83,21,10/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,70,66,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
106,17,a3,SS3,16.00,inUse,3,18,71,20,3,client1,11/05/2020 08:00,dispense,ab1,79,27,11/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,67,66,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
107,18,a3,SS3,14.00,inUse,3,25,75,25,4,client1,11/05/2020 20:00,dispense,ab1,100,22,11/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,68,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
108,19,a3,SS3,12.00,inUse,3,21,69,23,6,client1,12/05/2020 08:00,dispense,ab1,95,27,12/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,79,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
109,20,a3,SS3,10.00,inUse,3,24,70,44,3,client1,12/05/2020 20:00,dispense,ab1,79,19,12/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
110,21,a3,SS3,8.00,inUse,3,26,78,49,4,client1,13/05/2020 08:00,dispense,ab1,94,18,13/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,70,70,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
111,22,a3,SS3,6.00,inUse,3,24,71,22,6,client1,13/05/2020 20:00,dispense,ab1,85,20,13/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,80,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
112,23,a3,SS3,4.00,inUse,3,19,70,38,5,client1,14/05/2020 08:00,dispense,ab1,85,24,14/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,70,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
113,24,a3,SS3,2.00,inUse,3,23,73,45,3,client1,14/05/2020 20:00,dispense,ab1,98,23,14/05/2020 20:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,80,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
114,25,a3,SS3,0.00,inUse,3,24,65,36,3,client1,15/05/2020 08:00,dispense,ab1,88,22,15/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,69,68,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,3,50,01/05/2020
115,26,a31,SS3,47.00,inUse,2,26,73,22,6,client1,16/05/2020 08:00,dispense,ab1,79,24,16/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,75,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
116,27,a31,SS3,45.00,inUse,2,22,72,30,3,client1,17/05/2020 08:00,dispense,ab1,78,27,17/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,68,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
117,28,a31,SS3,43.00,inUse,2,18,80,34,4,client1,18/05/2020 08:00,dispense,ab1,89,28,18/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,75,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
118,29,a31,SS3,42.00,inUse,2,18,75,40,5,client1,19/05/2020 08:00,dispense,ab1,98,24,19/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,70,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
119,30,a31,SS3,41.00,inUse,3,18,75,40,6,client1,20/05/2020 08:00,dispense,ab1,86,20,20/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,71,70,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
120,31,a31,SS3,40.00,inUse,3,18,75,40,5,client1,21/05/2020 08:00,dispense,ab1,86,20,21/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
121,32,a31,SS3,39.00,inUse,2,18,75,40,5,client1,22/05/2020 08:00,dispense,ab1,86,20,22/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
122,33,a31,SS3,37.00,inUse,2,19,75,42,5,client1,23/05/2020 08:00,dispense,ab1,80,27,23/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,69,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
123,34,a31,SS3,35.00,inUse,2,19,68,42,3,client1,24/05/2020 08:00,dispense,ab1,84,18,24/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,75,80,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
124,35,a31,SS3,34.00,inUse,3,20,79,22,4,client1,28/05/2020 08:00,dispense,ab1,85,24,28/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
125,36,a31,SS3,33.00,inUse,3,25,76,45,3,client1,29/05/2020 08:00,dispense,ab1,85,24,29/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,67,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
126,37,a31,SS3,31.00,inUse,2,23,77,49,5,client1,30/05/2020 08:00,dispense,ab1,97,27,30/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,68,71,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
127,38,a31,SS3,30.00,inUse,3,25,75,23,7,client1,31/05/2020 08:00,dispense,ab1,88,22,31/05/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,67,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
